60,2,4,138,35,0,129,30,54,47,61,44,108,57,27,3,52,51
60,2,39,97,61,81,54,0,29,108,57,64,27,3,69,52,51
39,19,60,23,46,6
23,60,19,46,4,7,30
68,60,46,7,23,0,30,4,28,52,49,51
60,2,40,5,28,20,0,22,48,46,9,43,31,30,10,17,32,27,3
19,60,50,23,33,39,7,46
60,66,19,23,30,4,11,39,6,59,57
23,60,19,39,46,6
8,16,60,28,45,18,108,12,14,41,37,63,49,67,15,21,34,24,26,42,13,38,25,23,19
19,23,29,60,108,39,7,69,62,46
60,36,8,16,23,7,45
19,60,6,23
0,23,6,60
16,61,60,0,54,57,64,52,51,7
28,35
60,59,57
68,58,60,56,53,138,129,108
68,60,1
60
7,6
60
60,64,61,59
60,40
29,35,69
60,62,29,69
19,60,7,23
60,19,23,7
60,19,7,23
60,7,19,23
60,7,19,23
7,60,45,19,23
60,6,39,19
60,6,4,39,30,19
60,4,6,30,19,39
19,23,6,60
23,19,60,35,6
60,19,23,6
23,19,6,60
60,64,69,61,57,2,0,27
60,0,55,65,2,52,27,30,4,3,51
