0.000,0.836,0.106,10.559,15.911,10.903,11.689,12.143,5.218,11.278,11.112,11.248,8.727,8.803,19.332,11.234,11.273,11.214,11.220,11.230,5.921,11.237,10.934,5.204,11.430,10.538,10.778,11.747,11.815,12.654,11.506,14.091,11.968,6.740,6.080,10.621,12.668,5.400,11.068,11.830,11.747,11.915,5.227,11.443,11.379,6.744,19.348,11.252,12.063,4.691,10.563,13.452,10.605,9.714,8.870,14.069,8.216,8.852,12.850,7.432,12.811,7.480,14.097,6.601,20.643,5.399,12.677,3.679,13.450,18.905,18.772,12.521,14.083,11.910,14.606
0.836,0.000,0.737,11.395,16.606,11.739,12.524,12.978,5.427,12.113,11.948,12.084,9.551,9.629,20.168,12.067,12.099,12.046,12.055,12.066,5.713,12.073,11.770,5.416,12.262,11.369,11.613,12.568,12.634,13.430,12.341,14.816,12.803,7.472,6.757,11.436,13.445,5.360,11.884,12.649,12.569,12.750,5.788,12.276,12.214,7.477,20.013,12.088,12.899,5.516,11.394,14.189,11.421,10.549,9.705,14.818,9.052,9.687,13.569,8.268,13.528,8.316,14.847,7.437,21.122,6.235,13.512,3.097,14.188,19.665,18.783,11.944,14.896,12.742,15.245
0.106,0.737,0.000,10.661,16.013,11.004,11.790,12.244,5.271,11.380,11.213,11.350,8.831,8.908,19.431,11.337,11.378,11.317,11.322,11.332,5.923,11.338,11.036,5.256,11.526,10.642,10.879,11.838,11.906,12.733,11.607,14.160,12.069,6.844,6.180,10.726,12.747,5.354,11.158,11.921,11.839,12.017,5.317,11.540,11.477,6.848,19.448,11.353,12.165,4.784,10.667,13.523,10.711,9.815,8.971,14.173,8.318,8.954,12.953,7.534,12.914,7.579,14.202,6.702,20.728,5.500,12.778,3.627,13.521,19.010,18.806,12.475,14.189,12.013,14.704
10.559,11.395,10.661,0.000,8.980,0.344,1.129,1.583,10.738,0.742,0.565,0.690,2.272,2.171,8.806,0.938,1.550,0.921,0.695,0.675,13.465,0.706,0.375,10.717,1.683,0.840,0.230,2.850,3.056,5.344,0.947,7.739,1.408,5.629,6.679,2.073,5.347,12.613,2.867,3.060,2.809,1.358,8.143,1.681,1.380,5.607,12.418,0.707,1.505,6.059,0.814,7.006,2.012,0.846,1.690,6.317,2.343,1.717,6.340,3.127,6.358,3.150,6.312,3.958,16.702,5.161,2.117,13.477,6.971,10.051,21.237,21.165,4.310,1.518,9.211
15.911,16.606,16.013,8.980,0.000,8.874,8.681,8.598,12.799,8.588,8.933,8.742,8.730,8.730,11.173,8.142,7.436,8.152,8.576,8.711,15.351,8.982,8.879,12.791,10.219,8.210,8.982,11.397,11.602,13.901,8.719,16.221,8.634,9.201,9.854,7.112,13.900,19.916,11.698,11.598,11.349,8.560,11.006,10.206,9.884,9.200,3.593,8.923,8.656,13.001,8.223,15.568,7.169,9.277,9.649,2.669,9.983,9.520,3.146,10.420,3.172,10.865,2.679,10.926,8.182,11.750,8.549,17.197,15.528,4.137,16.432,21.958,5.656,7.921,2.190
10.903,11.739,11.004,0.344,8.874,0.000,0.786,1.240,11.041,0.419,0.241,0.347,2.569,2.467,8.465,0.739,1.445,0.727,0.384,0.336,13.777,0.390,0.035,11.021,1.556,0.927,0.146,2.766,2.976,5.294,0.603,7.690,1.065,5.914,6.971,2.123,5.297,12.926,2.873,2.978,2.722,1.015,8.445,1.551,1.226,5.892,12.277,0.378,1.161,6.399,0.893,6.968,2.064,1.189,2.033,6.204,2.687,2.059,6.313,3.471,6.334,3.489,6.197,4.302,16.668,5.505,1.774,13.815,6.931,9.818,21.398,21.475,4.057,1.227,9.185
11.689,12.524,11.790,1.129,8.681,0.786,0.000,0.454,11.744,0.455,0.590,0.442,3.282,3.183,7.686,0.822,1.505,0.831,0.520,0.465,14.497,0.497,0.755,11.724,1.537,1.450,0.914,2.726,2.934,5.260,0.183,7.631,0.279,6.589,7.657,2.427,5.261,13.644,3.032,2.932,2.678,0.239,9.148,1.524,1.208,6.568,11.990,0.462,0.377,7.176,1.414,6.939,2.377,1.975,2.819,6.015,3.472,2.843,6.325,4.257,6.354,4.266,6.003,5.088,16.621,6.290,0.988,14.588,6.901,9.315,21.786,22.188,3.541,0.761,9.179
12.143,12.978,12.244,1.583,8.598,1.240,0.454,0.000,12.154,0.887,1.039,0.895,3.707,3.609,7.237,1.145,1.711,1.159,0.951,0.916,14.915,0.930,1.208,12.134,1.701,1.839,1.367,2.806,3.006,5.296,0.637,7.635,0.175,6.989,8.060,2.692,5.295,14.063,3.211,3.002,2.758,0.241,9.559,1.686,1.415,6.967,11.843,0.904,0.092,7.626,1.804,6.965,2.648,2.429,3.273,5.949,3.926,3.297,6.375,4.711,6.407,4.716,5.933,5.542,16.609,6.744,0.534,15.035,6.925,9.041,22.018,22.601,3.290,0.776,9.204
5.218,5.427,5.271,10.738,12.799,11.041,11.744,12.154,0.000,11.289,11.282,11.331,8.473,8.575,19.201,11.033,10.726,11.015,11.224,11.298,2.817,11.431,11.076,0.023,12.165,10.317,10.965,12.944,13.087,14.679,11.579,16.655,11.999,5.181,4.103,9.790,14.690,10.618,12.459,13.099,12.925,11.915,2.597,12.172,11.973,5.201,15.857,11.418,12.102,7.021,10.352,15.920,9.805,9.996,9.280,11.682,8.745,9.178,10.158,8.124,10.103,8.505,11.722,7.500,16.009,6.704,12.648,4.580,15.904,16.467,13.665,10.453,12.881,11.628,11.033
11.278,12.113,11.380,0.742,8.588,0.419,0.455,0.887,11.289,0.000,0.354,0.154,2.828,2.728,8.122,0.482,1.229,0.482,0.065,0.124,14.042,0.398,0.399,11.269,1.688,1.006,0.565,2.910,3.121,5.455,0.299,7.843,0.719,6.135,7.202,2.062,5.457,13.344,3.112,3.122,2.864,0.649,8.692,1.679,1.344,6.113,11.957,0.340,0.822,6.799,0.970,7.135,2.009,1.573,2.413,5.916,3.066,2.426,6.115,3.849,6.139,3.890,5.907,4.680,16.449,5.883,1.416,14.149,7.098,9.428,21.413,21.733,3.659,0.817,8.981
11.112,11.948,11.213,0.565,8.933,0.241,0.590,1.039,11.282,0.354,0.000,0.212,2.810,2.708,8.244,0.798,1.541,0.792,0.358,0.231,14.017,0.149,0.207,11.262,1.392,1.134,0.337,2.612,2.824,5.153,0.413,7.545,0.864,6.155,7.212,2.296,5.155,13.066,2.775,2.825,2.567,0.828,8.686,1.385,1.051,6.133,12.310,0.142,0.955,6.587,1.100,6.830,2.239,1.404,2.246,6.262,2.898,2.279,6.428,3.681,6.451,3.678,6.253,4.512,16.774,5.713,1.569,14.042,6.793,9.774,21.605,21.715,4.001,1.155,9.298
11.248,12.084,11.350,0.690,8.742,0.347,0.442,0.895,11.331,0.154,0.212,0.000,2.861,2.760,8.128,0.631,1.379,0.629,0.183,0.041,14.076,0.244,0.319,11.310,1.538,1.090,0.484,2.760,2.971,5.305,0.261,7.694,0.721,6.187,7.250,2.191,5.307,13.256,2.957,2.972,2.714,0.668,8.734,1.529,1.194,6.165,12.108,0.187,0.820,6.746,1.054,6.984,2.136,1.535,2.379,6.070,3.032,2.401,6.266,3.816,6.291,3.836,6.061,4.648,16.603,5.850,1.429,14.147,6.947,9.562,21.531,21.771,3.789,0.943,9.134
8.727,9.551,8.831,2.272,8.730,2.569,3.282,3.707,8.473,2.828,2.810,2.861,0.000,0.102,10.899,2.631,2.550,2.611,2.763,2.829,11.216,2.958,2.603,8.453,3.821,1.902,2.496,4.821,5.005,7.085,3.113,9.415,3.545,3.360,4.407,1.970,7.092,11.551,4.569,5.013,4.789,3.466,5.877,3.825,3.577,3.337,12.314,2.945,3.648,4.626,1.933,8.654,1.940,1.615,1.228,6.254,1.286,1.069,5.696,1.717,5.691,2.134,6.266,2.380,15.816,3.482,4.220,11.396,8.625,10.709,19.297,18.912,5.404,3.282,8.412
8.803,9.629,8.908,2.171,8.730,2.467,3.183,3.609,8.575,2.728,2.708,2.760,0.102,0.000,10.805,2.536,2.471,2.517,2.664,2.729,11.317,2.857,2.502,8.554,3.722,1.808,2.395,4.726,4.911,7.000,3.013,9.333,3.446,3.461,4.508,1.919,7.007,11.590,4.481,4.919,4.695,3.368,5.978,3.725,3.477,3.439,12.311,2.844,3.549,4.674,1.839,8.574,1.887,1.517,1.160,6.241,1.266,1.001,5.708,1.740,5.705,2.137,6.252,2.426,15.851,3.542,4.122,11.487,8.544,10.671,19.383,19.012,5.340,3.190,8.437
19.332,20.168,19.431,8.806,11.173,8.465,7.686,7.237,19.201,8.122,8.244,8.128,10.899,10.805,0.000,8.268,8.484,8.288,8.184,8.151,22.002,8.112,8.432,19.182,7.985,8.997,8.581,8.048,8.076,8.853,7.867,9.933,7.409,14.029,15.107,9.413,8.840,20.620,8.801,8.060,8.027,7.473,16.632,7.969,7.983,14.010,12.819,8.103,7.309,14.720,8.966,9.747,9.397,9.648,10.487,9.539,11.137,10.523,10.931,11.917,10.990,11.854,9.496,12.745,18.968,13.940,6.706,22.271,9.708,8.567,27.201,29.628,6.741,7.626,12.918
