0.000,0.000,0.344,1.129,1.583,0.000,0.742,0.565,0.690,2.272,2.171,0.000,0.938,1.550,0.921,0.695,0.675,0.000,0.706,0.375,0.000,1.683,0.840,0.230,0.000,0.000,0.000,0.947,0.000,0.000,1.408,0.000,0.000,2.073,0.000,0.000,0.000,0.000,0.000,1.358,0.000,1.681,1.380,0.000,0.000,0.707,1.505,0.000,0.814,0.000,2.012,0.846,1.690,0.000,2.343,1.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.518,0.000,0.000,1.574,0.871,1.549,2.120,0.000,0.000,0.000,0.000,0.000,1.504,0.000,0.000,0.000,0.819,0.000,1.446,0.000,0.000,2.320,0.431,1.360,0.000,2.122,0.740,0.000,0.000,0.000,0.000,0.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.611,0.000,0.218,0.731,0.000,0.000,0.000,0.000,1.569,0.000,2.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.554,1.235,0.000,0.012
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.699,2.324,0.046,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,1.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.296,0.000,0.000,1.219,0.000,0.000,2.290,0.000,0.000,0.000,0.000,2.261,0.000,0.000,0.000,0.000,0.000,0.227,0.000
0.344,0.000,0.000,0.786,1.240,0.000,0.419,0.241,0.347,0.000,2.467,0.000,0.739,1.445,0.727,0.384,0.336,0.000,0.390,0.035,0.000,1.556,0.927,0.146,0.000,0.000,0.000,0.603,0.000,0.000,1.065,0.000,0.000,2.123,0.000,0.000,0.000,0.000,0.000,1.015,0.000,1.551,1.226,0.000,0.000,0.378,1.161,0.000,0.893,0.000,2.064,1.189,2.033,0.000,0.000,2.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.227,0.000,0.000,1.231,0.528,1.226,1.777,0.000,0.000,0.000,0.000,0.000,1.160,0.000,0.000,0.000,0.520,0.000,1.104,0.000,0.000,0.000,0.087,1.704,0.000,2.466,0.407,0.000,0.000,0.000,0.000,0.409,0.000,0.000,0.000,0.000,2.293,0.000,0.000,0.000,0.000,0.000,0.267,0.000,0.133,0.453,0.000,0.000,0.000,0.000,1.268,0.000,1.947,0.000,0.000,2.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.409,0.000,1.453,0.892,0.000,0.339
1.129,0.000,0.786,0.000,0.454,0.000,0.455,0.590,0.442,0.000,0.000,0.000,0.822,1.505,0.831,0.520,0.465,0.000,0.497,0.755,0.000,1.537,1.450,0.914,0.000,0.000,0.000,0.183,0.000,0.000,0.279,0.000,0.000,2.427,0.000,0.000,0.000,0.000,0.000,0.239,0.000,1.524,1.208,0.000,0.000,0.462,0.377,0.000,1.414,0.000,2.377,1.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.761,0.000,0.000,0.445,0.258,0.590,0.995,0.000,0.000,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.496,0.000,0.334,0.000,0.000,0.000,0.699,2.490,0.000,0.000,0.425,0.000,0.000,0.000,0.000,0.378,0.000,0.000,0.000,0.000,1.851,0.000,0.000,0.000,0.000,0.000,0.518,0.000,0.915,0.586,0.000,0.000,0.000,0.000,0.738,0.000,1.374,0.000,0.000,1.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.150,0.000,1.523,0.106,0.000,1.125
1.583,0.000,1.240,0.454,0.000,0.000,0.887,1.039,0.895,0.000,0.000,0.000,1.145,1.711,1.159,0.951,0.916,0.000,0.930,1.208,0.000,1.701,1.839,1.367,0.000,0.000,0.000,0.637,0.000,0.000,0.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.241,0.000,1.686,1.415,0.000,0.000,0.904,0.092,0.000,1.804,0.000,0.000,2.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.776,0.000,0.000,0.010,0.712,0.491,0.548,0.000,0.000,0.000,0.000,0.000,0.082,0.000,0.000,0.000,0.891,0.000,0.186,0.000,0.000,0.000,1.153,0.000,0.000,0.000,0.867,0.000,0.000,0.000,0.000,0.832,0.000,0.000,0.000,0.000,1.714,0.000,0.000,0.000,0.000,0.000,0.972,0.000,1.369,0.992,0.000,0.000,0.000,0.000,0.701,0.000,1.160,0.000,0.000,1.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.119,0.000,1.731,0.348,0.000,1.579
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,1.470,0.000,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.742,0.000,0.419,0.455,0.887,0.000,0.000,0.354,0.154,0.000,0.000,0.000,0.482,1.229,0.482,0.065,0.124,0.000,0.398,0.399,0.000,1.688,1.006,0.565,0.000,0.000,0.000,0.299,0.000,0.000,0.719,0.000,0.000,2.062,0.000,0.000,0.000,0.000,0.000,0.649,0.000,1.679,1.344,0.000,0.000,0.340,0.822,0.000,0.970,0.000,2.009,1.573,2.413,0.000,0.000,2.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.817,0.000,0.000,0.878,0.244,0.809,1.436,0.000,0.000,0.000,0.000,0.000,0.805,0.000,0.000,0.000,0.134,0.000,0.788,0.000,0.000,0.000,0.340,2.086,0.000,0.000,0.329,0.000,0.000,0.000,0.000,0.175,0.000,0.000,0.000,0.000,2.218,0.000,0.000,0.000,0.000,0.000,0.215,0.000,0.526,0.158,0.000,0.000,0.000,0.000,0.851,0.000,1.532,0.000,0.000,2.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.076,0.000,1.243,0.553,0.000,0.735
0.565,0.000,0.241,0.590,1.039,0.000,0.354,0.000,0.212,0.000,0.000,0.000,0.798,1.541,0.792,0.358,0.231,0.000,0.149,0.207,0.000,1.392,1.134,0.337,0.000,0.000,0.000,0.413,0.000,0.000,0.864,0.000,0.000,2.296,0.000,0.000,0.000,0.000,0.000,0.828,0.000,1.385,1.051,0.000,0.000,0.142,0.955,0.000,1.100,0.000,2.239,1.404,2.246,0.000,0.000,2.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.155,0.000,0.000,1.030,0.342,1.099,1.564,0.000,0.000,0.000,0.000,0.000,0.962,0.000,0.000,0.000,0.486,0.000,0.889,0.000,0.000,0.000,0.177,1.916,0.000,0.000,0.176,0.000,0.000,0.000,0.000,0.245,0.000,0.000,0.000,0.000,2.064,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.371,0.466,0.000,0.000,0.000,0.000,1.177,0.000,1.857,0.000,0.000,2.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.429,0.000,1.552,0.694,0.000,0.563
0.690,0.000,0.347,0.442,0.895,0.000,0.154,0.212,0.000,0.000,0.000,0.000,0.631,1.379,0.629,0.183,0.041,0.000,0.244,0.319,0.000,1.538,1.090,0.484,0.000,0.000,0.000,0.261,0.000,0.000,0.721,0.000,0.000,2.191,0.000,0.000,0.000,0.000,0.000,0.668,0.000,1.529,1.194,0.000,0.000,0.187,0.820,0.000,1.054,0.000,2.136,1.535,2.379,0.000,0.000,2.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.943,0.000,0.000,0.886,0.186,0.899,1.437,0.000,0.000,0.000,0.000,0.000,0.815,0.000,0.000,0.000,0.289,0.000,0.769,0.000,0.000,0.000,0.260,2.050,0.000,0.000,0.181,0.000,0.000,0.000,0.000,0.066,0.000,0.000,0.000,0.000,2.107,0.000,0.000,0.000,0.000,0.000,0.085,0.000,0.474,0.297,0.000,0.000,0.000,0.000,0.967,0.000,1.648,0.000,0.000,2.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.228,0.000,1.392,0.548,0.000,0.685
2.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.902,2.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.933,0.000,1.940,1.615,1.228,0.000,1.286,1.069,0.000,1.717,0.000,2.134,0.000,2.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.704,0.000,1.283,0.000,1.340,0.000,1.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.440,0.000,0.000,0.000,0.000,0.000,0.000,2.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.270
