9,10,42,62,52,55,39,12,68,65,11,61,38,59,58
9,10,62,2,6,37,48,0,71,65,68,16,61,11,59,38,58
48,9,27,31,54
9,31,27,54,39,12,15,45
9,15,31,54,39,36,12,38,59,58,57
9,36,49,10,13,29,21,51,40,44,54,20,24,30,39,11
27,9,56,31,48,15,54
9,73,27,31,22,39,48,12,14,65
9,31,27,48,54
17,26,36,9,25,53,5,57,70,74,3,46,23,32,19,47,18,33,41,50,34,35,31,27
26,68,71,65,9,62,61,59,58,15,38
43,9,31,27,15
28,27,9,31
31,37,27,9,48,15,69,54
36,42
9,45,14,65
9,63,60,64,67
9,7,8,4,1
9
38,15,9
9,14
9,71,68
9,49,44
37,42,9
9,37,69
9,71,65,10,61,68
9,72,66,10,59,38,11,58,39,12
