109,121,45,1,29,42,98,39,48,55,3,148,51,27,2,47,149
121,109,25,1,45,34,98,48,55,60,59,51,148,47,61,56,2,149
45,34,17,21,41,5
45,17,21,101,41,3,27,6,123
45,101,41,6,21,27,24,109,49,2,3,149,44
121,109,24,36,45,1,4,98,19,2,148,9,35,38,14,31,27,41,26,10
17,123,45,34,21,43,101,41,6
45,64,17,21,27,12,34,3,5,109,51
45,21,17,34,41,5
7,16,45,24,15,58,40,44,65,11,13,22,32,33,23,37,28,8,21,98,17
25,21,17,45,101,123,34,6,57,41
30,142,17,21,6
18,17,5,98,21
24,29
45,124,109,51
45,53,46,54,52
45,0,20
45,62,149,6,5
45
45,109
45,124,59,55,109,56
45,36,35,31
25,29,45
45,25,57
45,109,121,59,98,1,148,47,51,55,2
45,63,98,1,50,109,149,121,148,2,27,3
