DAY_OF_WEEK,COTA_ROUTE,UNIQUE_STOP_NUMBER,STOP_NAME,ON,OFF,TOTAL,LAT,LONG,RANK
SAT,10,00004134,E BROAD ST & S HIGH ST,304,358,662,39.962147,-83.00008,1
SAT,10,00004149,E BROAD ST & N HIGH ST,314,284,598,39.962294,-82.999615,2
SAT,2,00006464,S HIGH ST & E BROAD ST,220,201,421,39.961629,-83.000066,3
SAT,8,00006407,GREAT SOUTHERN PARK AND,233,156,389,39.885055,-83.000907,4
SAT,6,00002900,N HIGH ST & W BROAD ST,116,273,388,39.962786,-83.000653,5
SAT,6,00006464,S HIGH ST & E BROAD ST,277,105,382,39.961637,-83.000349,6
SAT,121,00004850,S FRONT ST & W SYCAMORE,210,162,372,39.949233,-82.999882,7
SAT,1,00002900,N HIGH ST & W BROAD ST,220,151,371,39.962787,-83.000664,8
SAT,1,00006464,S HIGH ST & E BROAD ST,109,224,333,39.961621,-83.000074,9
SAT,8,00006839,BOARDWALK ST & SHAPTER A,165,164,329,40.089226,-82.991722,10
SAT,2,00002900,N HIGH ST & W BROAD ST,169,150,319,39.962794,-83.000603,11
SAT,10,00007253,HOLLYWOOD CASINO,143,166,309,39.950657,-83.107771,12
SAT,10,00005520,WESTWOODS PARK AND RIDE,135,138,273,39.950744,-83.147234,13
SAT,12,00004193,MCKINLEY AVE & MCK TRANS,131,133,264,39.964383,-83.041368,14
SAT,23,00005312,EASTLAND NB LOT & S HAMI,137,126,263,39.918595,-82.88066,15
SAT,1,00003522,REYNOLDSBURG PARK & RIDE,138,114,252,39.939315,-82.827699,16
SAT,7,00004157,W LONG ST & N HIGH ST,212,24,236,39.964876,-83.001335,17
SAT,34,00008004,EASTON TERMINAL BAY 2,113,117,230,40.060853,-82.90947,18
SAT,6,00007253,HOLLYWOOD CASINO,116,110,226,39.950713,-83.107785,19
SAT,24,00005312,EASTLAND NB LOT & S HAMI,113,109,222,39.918604,-82.880675,20
SAT,8,00004157,W LONG ST & N HIGH ST,93,125,219,39.964946,-83.001358,21
SAT,1,00004101,N HIGH ST & W LONG ST,115,100,215,39.965179,-83.001191,22
SAT,6,00001132,3401 CLEVELAND AVE,165,49,214,40.036619,-82.962931,23
SAT,6,00004101,N HIGH ST & W LONG ST,64,145,209,39.965179,-83.001198,24
SAT,5,00006955,GENDER RD TOWN CENTER 1,101,97,198,39.909819,-82.822091,25
SAT,6,00005910,N HIGH ST & E GAY ST,138,56,194,39.964456,-83.000919,26
SAT,24,00008003,EASTON TERMINAL BAY 3,100,92,193,40.060836,-82.90931,27
SAT,2,00005910,N HIGH ST & E GAY ST,105,83,188,39.964416,-83.00078,28
SAT,2,00004101,N HIGH ST & W LONG ST,97,89,186,39.965251,-83.001139,29
SAT,6,00003086,CLEVELAND AVE & MORSE RD,46,138,184,40.058972,-82.952967,30
SAT,8,00003142,W SPRING ST & N WALL ST,106,77,183,39.966228,-83.002491,31
SAT,2,00001185,N HIGH ST & E 6TH AVE,67,116,183,39.989162,-83.005844,32
SAT,5,00005312,EASTLAND NB LOT & S HAMI,82,99,181,39.918546,-82.880688,33
SAT,6,00003133,CLEVELAND AVE & MORSE RD,125,51,177,40.058836,-82.953161,34
SAT,6,00006415,S FRONT ST & W MAIN ST,97,79,176,39.95523,-83.000994,35
SAT,2,00002307,E MAIN ST & S HAMILTON R,33,143,175,39.955433,-82.877199,36
SAT,12,00007111,W BROAD ST & N HIGH ST,74,100,174,39.962572,-83.000858,37
SAT,7,00007515,E SPRING ST & N HIGH ST,4,168,173,39.966347,-83.001093,38
SAT,2,00002329,E MAIN ST & S JAMES RD,93,79,172,39.956642,-82.914409,39
SAT,10,00004150,W BROAD ST & MARCONI BLV,140,26,165,39.961985,-83.003531,40
SAT,6,00004530,CLEVELAND AVE & INNIS RD,46,117,163,40.037144,-82.962509,41
SAT,5,00007456,S FRONT ST & W BROAD ST,94,66,159,39.961617,-83.002047,42
SAT,3,00001644,E MAIN ST & S PEARL ST,9,149,158,39.956186,-82.998402,43
SAT,34,00005955,MORSE RD & CLEVELAND AVE,86,70,156,40.059403,-82.952255,44
SAT,8,00006370,S HIGH ST & E FULTON ST,29,126,155,39.954209,-82.998982,45
SAT,2,00002315,E MAIN ST & S HAMILTON R,124,29,153,39.955539,-82.876418,46
SAT,121,00007347,HIGH ST & W SYCAMORE ST,40,111,151,39.949354,-82.998336,47
SAT,10,00002681,W BROAD ST & S FRONT ST,42,109,151,39.961918,-83.002682,48
SAT,2,00002294,E MAIN ST & S JAMES RD,85,66,151,39.956544,-82.915176,49
SAT,10,00002494,E BROAD ST & S JAMES RD,73,76,149,39.972069,-82.912412,50
SAT,2,00007256,WESTVIEW TURNAROUND,74,75,148,40.070005,-83.019596,51
SAT,2,00001797,E MOUND ST & S HIGH ST,18,129,147,39.954925,-82.998907,52
SAT,23,00008005,EASTON TERMINAL BAY 1,74,73,147,40.060848,-82.909725,53
SAT,8,00006186,GREAT SOUTHERN WAL-MART,53,94,146,39.88906,-83.000759,54
SAT,121,00005910,N HIGH ST & E GAY ST,71,72,144,39.964389,-83.000907,55
SAT,10,00002509,E BROAD ST & S HAMILTON,37,106,143,39.976067,-82.874438,56
SAT,32,00008000,EASTON TERMINAL BAY 6,76,66,142,40.060715,-82.909229,57
SAT,3,00007042,PARKWAY CENTRE DR & STRI,63,79,142,39.877669,-83.045679,58
SAT,121,00007330,E 3RD AVE & SAY AVE,67,73,140,39.983609,-83.002649,59
SAT,23,00004770,N JAMES RD & E BROAD ST,38,102,140,39.97211,-82.913398,60
SAT,3,00002454,W MOUND ST & MOUNT CALVA,111,28,140,39.949411,-83.022252,61
SAT,1,00001985,E LIVINGSTON AVE & S JAM,91,48,139,39.94693,-82.91523,62
SAT,1,00005910,N HIGH ST & E GAY ST,56,82,138,39.964445,-83.000835,63
SAT,2,00002323,E MAIN ST & COLLINGWOOD,101,36,138,39.956239,-82.90077,64
SAT,2,00001644,E MAIN ST & S PEARL ST,103,34,138,39.956276,-82.998278,65
SAT,121,00004101,N HIGH ST & W LONG ST,77,58,135,39.965183,-83.001181,66
SAT,2,00002299,E MAIN ST & COLLINGWOOD,29,104,134,39.95612,-82.900978,67
SAT,2,00007159,GREAT EASTERN WESTBOUND,67,65,132,39.956164,-82.873693,68
SAT,6,00004100,N HIGH ST & W NATIONWIDE,33,99,132,39.968173,-83.001798,69
SAT,7,00007997,EASTON TERMINAL BAY 9,69,63,131,40.060725,-82.909785,70
SAT,6,00004085,S HIGH ST & E RICH ST,70,60,130,39.957224,-82.999645,71
SAT,23,00004766,S JAMES RD & E MAIN ST,63,66,129,39.957122,-82.914694,72
SAT,1,00006370,S HIGH ST & E FULTON ST,43,85,128,39.954202,-82.999019,73
SAT,121,00001182,N HIGH ST & E 2ND AVE,15,111,127,39.983329,-83.0046,74
SAT,4,00007512,BOARDWALK ST & SHAPTER A,63,63,126,40.088158,-82.992235,75
SAT,5,00004123,N FRONT ST & W BROAD ST,47,79,126,39.963118,-83.002547,76
SAT,10,00004239,W BROAD ST & BROADLAWN A,35,91,126,39.9539,-83.098152,77
SAT,121,00006464,S HIGH ST & E BROAD ST,84,42,125,39.9616,-83.000304,78
SAT,10,00006827,E BROAD ST & LIMITED STO,57,67,125,39.98489,-82.772132,79
SAT,23,00004771,S JAMES RD & E BROAD ST,92,32,124,39.971614,-82.913589,80
SAT,121,00002900,N HIGH ST & W BROAD ST,51,72,123,39.962835,-83.000697,81
SAT,2,00001197,N HIGH ST & E HUDSON ST,27,97,123,40.01425,-83.011213,82
SAT,31,00007999,EASTON TERMINAL BAY 7,61,61,123,40.060694,-82.909424,83
SAT,10,00002525,E BROAD ST & MAPLEWOOD A,85,37,123,39.973211,-82.902806,84
SAT,5,00003142,W SPRING ST & N WALL ST,54,68,122,39.966171,-83.002238,85
SAT,23,00004775,S JAMES RD & E MAIN ST,60,62,121,39.956616,-82.914897,86
SAT,1,00005217,PICKFORDE DR & GARDENIA,81,40,121,40.065968,-83.086511,87
SAT,10,00004286,W BROAD ST & BROADLAWN A,83,36,119,39.953738,-83.097557,88
SAT,5,00004228,W MOUND ST & S HIGH ST,13,103,117,39.954758,-82.999596,89
SAT,6,00004092,N HIGH ST & E NATIONWIDE,87,29,115,39.968218,-83.001678,90
SAT,121,00004085,S HIGH ST & E RICH ST,83,32,115,39.95721,-82.999615,91
SAT,8,00007257,S HIGH ST & W MAIN ST,92,21,114,39.955654,-82.999396,92
SAT,2,00001301,N HIGH ST & CLARK PL,73,40,113,39.988916,-83.005856,93
SAT,1,00001185,N HIGH ST & E 6TH AVE,47,66,113,39.989172,-83.005875,94
SAT,1,00006364,RIVERSIDE HOSPITAL,53,56,109,40.032231,-83.032163,95
SAT,1,00001943,E LIVINGSTON AVE & S JAM,43,65,109,39.946798,-82.914992,96
SAT,1,00003192,E LIVINGSTON AVE & BRICE,18,90,108,39.941993,-82.830367,97
SAT,23,00001943,E LIVINGSTON AVE & S JAM,38,70,108,39.946832,-82.914939,98
SAT,7,00001678,MOUNT VERNON AVE & MIAMI,84,24,108,39.972005,-82.974435,99
SAT,8,00007594,E 11TH AVE & N HIGH ST,9,99,108,39.994813,-83.006646,100
SAT,141,00005181,COLUMBUS ZOO,33,75,108,40.154369,-83.113762,101
SAT,34,00007256,WESTVIEW TURNAROUND,55,53,108,40.069946,-83.019562,102
SAT,23,00001985,E LIVINGSTON AVE & S JAM,69,38,107,39.946942,-82.915201,103
SAT,3,00004157,W LONG ST & N HIGH ST,67,40,107,39.964941,-83.001447,104
SAT,4,00003142,W SPRING ST & N WALL ST,43,63,106,39.966141,-83.002172,105
SAT,2,00001297,N HIGH ST & CHITTENDEN A,63,43,106,39.99588,-83.007325,106
SAT,10,00002516,E BROAD ST & N HAMILTON,75,31,106,39.976015,-82.875972,107
SAT,24,00002564,S HAMILTON RD & E MAIN S,66,39,106,39.955805,-82.876896,108
SAT,3,00002374,W MOUND ST & MOUNT CALVA,23,83,106,39.949486,-83.022431,109
SAT,22,00007063,LONDON-GROVEPORT RD & AL,55,51,105,39.830166,-82.933003,110
SAT,1,00004231,EDWARD WEAVER MEMORIAL &,24,81,104,40.020523,-83.024959,111
SAT,9,00007998,EASTON TERMINAL BAY 8,52,52,104,40.060709,-82.909629,112
SAT,10,00002667,W BROAD ST & STEVENS AVE,52,52,104,39.957228,-83.04136,113
SAT,6,00007505,SPRING RUN DR & E DUBLIN,61,42,103,40.087271,-82.956567,114
SAT,7,00003142,W SPRING ST & N WALL ST,22,81,103,39.966194,-83.002588,115
SAT,102,00002900,N HIGH ST & W BROAD ST,23,80,103,39.962842,-83.000651,116
SAT,10,00004148,E BROAD ST & N 3RD ST,38,65,102,39.962551,-82.997645,117
SAT,5,00004894,W 5TH AVE & N HIGH ST,76,25,101,39.987136,-83.005858,118
SAT,8,00001644,E MAIN ST & S PEARL ST,16,84,100,39.956227,-82.998353,119
SAT,3,00003142,W SPRING ST & N WALL ST,47,52,100,39.966214,-83.002492,120
SAT,102,00007882,MEIJERS & POLARIS WOODS,52,47,100,40.150456,-82.924008,121
SAT,5,00002765,E WHITTIER ST & SEYMOUR,49,51,100,39.943147,-82.955353,122
SAT,121,00004092,N HIGH ST & E NATIONWIDE,42,57,98,39.96822,-83.001639,123
SAT,1,00001301,N HIGH ST & CLARK PL,84,14,97,39.988922,-83.005782,124
SAT,21,00007253,HOLLYWOOD CASINO,55,43,97,39.950712,-83.107741,125
SAT,24,00003936,S HAMILTON RD & E MAIN S,40,57,97,39.955202,-82.876808,126
SAT,6,00007210,CLEVELAND AVE & E 5TH AV,47,49,96,39.98678,-82.988681,127
SAT,6,00001143,CLEVELAND AVE & E HUDSON,49,47,96,40.013326,-82.967676,128
SAT,2,00004087,S HIGH ST & E STATE ST,50,46,96,39.959835,-83.00009,129
SAT,34,00004778,MORSE RD & N HIGH ST,94,1,95,40.062439,-83.018789,130
SAT,9,00005520,WESTWOODS PARK AND RIDE,50,45,94,39.950814,-83.147316,131
SAT,8,00004109,S HIGH ST & W MOUND ST,84,10,94,39.954151,-82.999127,132
SAT,1,00004092,N HIGH ST & E NATIONWIDE,55,38,93,39.968225,-83.001596,133
SAT,6,00001113,CLEVELAND AVE & E HUDSON,45,48,93,40.013476,-82.967455,134
SAT,102,00006464,S HIGH ST & E BROAD ST,82,10,93,39.961648,-83.000124,135
SAT,121,00004095,N HIGH ST & SPRUCE ST,25,67,92,39.972727,-83.002485,136
SAT,5,00007257,S HIGH ST & W MAIN ST,68,25,92,39.955695,-82.999349,137
SAT,2,00001288,N HIGH ST & W HUDSON ST,66,26,92,40.014085,-83.011305,138
SAT,2,00004934,E MAIN ST & HOLTZMAN AVE,61,31,92,39.957437,-82.94545,139
SAT,2,00002266,E MAIN ST & S GRANT AVE,54,37,92,39.957256,-82.989152,140
SAT,10,00002631,W BROAD ST & N CENTRAL A,30,61,91,39.957713,-83.03846,141
SAT,34,00001222,N HIGH ST & LELAND AVE,1,90,91,40.063344,-83.01932,142
SAT,1,00001946,E LIVINGSTON AVE & BARNE,26,65,91,39.946333,-82.906068,143
SAT,10,00004138,E BROAD ST & S GRANT AVE,42,49,91,39.963187,-82.991369,144
SAT,1,00007257,S HIGH ST & W MAIN ST,53,38,91,39.95569,-82.999405,145
SAT,1,00001973,E LIVINGSTON AVE & S HAM,65,26,91,39.944895,-82.878508,146
SAT,121,00005208,N HIGH ST & OHIO CENTER,69,22,91,39.970235,-83.002127,147
SAT,10,00002668,W BROAD ST & S CENTRAL A,57,34,91,39.957657,-83.03776,148
SAT,2,00003957,N HIGH ST & E 18TH AVE,48,42,91,40.002834,-83.008693,149
SAT,2,00004085,S HIGH ST & E RICH ST,54,36,91,39.957263,-82.999637,150
SAT,33,00007256,WESTVIEW TURNAROUND,46,44,90,40.069954,-83.019535,151
SAT,34,00005970,MORSE RD & CLEVELAND AVE,63,26,90,40.059772,-82.954704,152
SAT,4,00004157,W LONG ST & N HIGH ST,46,43,90,39.964866,-83.001349,153
SAT,10,00004136,E BROAD ST & S 4TH ST,43,46,89,39.962573,-82.996378,154
SAT,1,00007128,OLENTANGY RIVER RD & HAR,74,15,89,40.020488,-83.024762,155
SAT,2,00004092,N HIGH ST & E NATIONWIDE,53,36,88,39.96822,-83.001494,156
SAT,22,00002150,FREBIS AVE & STUDER AVE,25,63,88,39.934724,-82.966129,157
SAT,8,00004625,E 11TH AVE & N PEARL ST,76,12,88,39.994708,-83.005922,158
SAT,1,00004109,S HIGH ST & W MOUND ST,61,27,88,39.954162,-82.99909,159
SAT,6,00001124,CLEVELAND AVE & HUY RD,8,80,88,40.034853,-82.963447,160
SAT,121,00004106,S HIGH ST & W TOWN ST,27,61,88,39.958154,-82.999809,161
SAT,10,00007535,E BROAD ST & LOWELL RD,56,31,87,39.971873,-82.915285,162
SAT,8,00005387,GREAT SOUTHERN KROGER,48,39,87,39.887711,-83.001394,163
SAT,10,00002523,E BROAD ST & ROBINWOOD A,61,26,86,39.973844,-82.896751,164
SAT,4,00006924,THIMBLEBERRY RD & ALUM C,45,41,86,39.885993,-82.930037,165
SAT,2,00001287,N HIGH ST & W DODRIDGE S,64,22,85,40.016244,-83.011888,166
SAT,2,00001188,N HIGH ST & CHITTENDEN A,40,45,85,39.996151,-83.007236,167
SAT,2,00001192,N HIGH ST & W WOODRUFF A,37,47,85,40.00356,-83.008668,168
SAT,2,00002346,E MAIN ST & KELTON AVE,58,26,84,39.957684,-82.958371,169
SAT,10,00002632,W BROAD ST & STEVENS AVE,42,42,84,39.957358,-83.041396,170
SAT,1,00001983,E LIVINGSTON AVE & BARNE,60,23,83,39.946447,-82.906023,171
SAT,1,00001192,N HIGH ST & W WOODRUFF A,29,54,83,40.003569,-83.008702,172
SAT,6,00004228,W MOUND ST & S HIGH ST,52,31,83,39.954804,-82.999812,173
SAT,10,00002656,W BROAD ST & S HAGUE AVE,53,29,82,39.954879,-83.074305,174
SAT,7,00007400,E MOUND ST & S 5TH ST,48,34,82,39.955673,-82.992774,175
SAT,8,00007434,S 4TH ST & E CAPITAL ST,32,51,82,39.961926,-82.996063,176
SAT,121,00001178,N HIGH ST & E RUSSELL ST,13,69,82,39.975838,-83.003101,177
SAT,3,00007098,KINGSDALE MACYS-NORTHWES,49,33,82,40.021136,-83.057344,178
SAT,5,00006852,RENNER RD PARK AND RIDE,42,39,82,39.982323,-83.154364,179
SAT,6,00007211,CLEVELAND AVE & E 5TH AV,50,31,81,39.985951,-82.989276,180
SAT,2,00001251,S HIGH ST & W STATE ST,51,29,81,39.960454,-83.000079,181
SAT,24,00007387,HAMILTON RD & E BROAD ST,62,19,81,39.97539,-82.87414,182
SAT,6,00003125,CLEVELAND AVE & STATE RO,72,7,79,40.084247,-82.951255,183
SAT,24,00004352,N HAMILTON RD & E BROAD,24,55,79,39.976611,-82.873854,184
SAT,2,00000036,HANSON ST & E MAIN ST,41,38,79,39.956658,-82.77965,185
SAT,34,00005963,MORSE RD & TAMARACK BLVD,23,56,79,40.060476,-82.971493,186
SAT,6,00006902,OHIO HEALTH & AFRICA RD,39,40,79,40.148205,-82.938379,187
SAT,10,00002675,W BROAD ST & S DAVIS AVE,44,34,78,39.959641,-83.021264,188
SAT,121,00004100,N HIGH ST & W NATIONWIDE,61,17,78,39.968233,-83.001804,189
SAT,2,00001286,N HIGH ST & OLENTANGY ST,59,19,78,40.019813,-83.012853,190
SAT,2,00001184,N HIGH ST & E 5TH AVE,38,40,78,39.987471,-83.005503,191
SAT,1,00001297,N HIGH ST & CHITTENDEN A,49,29,77,39.995874,-83.007329,192
SAT,6,00001089,CLEVELAND AVE & MOUNT VE,58,19,77,39.969625,-82.990419,193
SAT,10,00002642,W BROAD ST & N OGDEN AVE,24,53,77,39.955172,-83.070928,194
SAT,8,00003577,MORSE RD & KARL RD,27,50,77,40.060378,-82.976376,195
SAT,10,00002498,3675 E BROAD ST,27,50,77,39.972983,-82.903893,196
SAT,10,00002643,W BROAD ST & N HAGUE AVE,29,47,76,39.955011,-83.074301,197
SAT,6,00001134,CLEVELAND AVE & OAKLAND,53,23,76,40.031835,-82.964074,198
SAT,6,00007257,S HIGH ST & W MAIN ST,20,56,76,39.955698,-82.999441,199
SAT,1,00004100,N HIGH ST & W NATIONWIDE,45,31,76,39.968213,-83.001798,200
SAT,31,00002908,NORTHWEST BLVD & GOODALE,38,37,75,39.97497,-83.02769,201
SAT,5,00003746,W 5TH AVE & N HIGH ST,16,60,75,39.987062,-83.005792,202
SAT,10,00002660,W BROAD ST & N WAYNE AVE,43,31,75,39.955373,-83.064121,203
SAT,2,00004931,E MAIN ST & ALUM CREEK D,29,45,74,39.957281,-82.944357,204
SAT,121,00004087,S HIGH ST & E STATE ST,48,26,74,39.959834,-83.000122,205
SAT,10,00004146,E BROAD ST & N GRANT AVE,42,33,74,39.963362,-82.991465,206
SAT,121,00007257,S HIGH ST & W MAIN ST,26,49,74,39.955653,-82.999386,207
SAT,6,00001118,CLEVELAND AVE & E WEBER,33,41,74,40.022952,-82.964651,208
SAT,22,00002908,NORTHWEST BLVD & GOODALE,38,37,74,39.974995,-83.027708,209
SAT,8,00004114,S 3RD ST & E BROAD ST,47,27,74,39.962095,-82.997959,210
SAT,1,00004025,E LIVINGSTON AVE & BRICE,70,4,74,39.942116,-82.830695,211
SAT,24,00003934,S HAMILTON RD & E LIVING,52,21,73,39.945176,-82.877694,212
SAT,21,00005217,PICKFORDE DR & GARDENIA,37,36,73,40.065987,-83.086716,213
SAT,4,00004228,W MOUND ST & S HIGH ST,13,59,73,39.954814,-82.999764,214
SAT,8,00005963,MORSE RD & TAMARACK BLVD,27,45,73,40.060499,-82.971418,215
SAT,2,00007540,S GRANT AVE & E MOUND ST,25,47,72,39.956444,-82.989794,216
SAT,1,00001188,N HIGH ST & CHITTENDEN A,40,32,72,39.996132,-83.007242,217
SAT,2,00002351,E MAIN ST & S OHIO AVE,31,40,71,39.957809,-82.97065,218
SAT,9,00003142,W SPRING ST & N WALL ST,47,24,71,39.966209,-83.002467,219
SAT,24,00003906,S HAMILTON RD & E LIVING,28,43,71,39.944249,-82.877978,220
SAT,34,00006539,MORSE CROSSING & EASTON,23,48,71,40.05081,-82.920073,221
SAT,2,00004100,N HIGH ST & W NATIONWIDE,36,35,71,39.968241,-83.001701,222
SAT,6,00001139,CLEVELAND AVE & E WEBER,41,30,70,40.02281,-82.964809,223
SAT,2,00001302,N HIGH ST & W 5TH AVE,22,47,70,39.986766,-83.005486,224
SAT,7,00001630,MOUNT VERNON AVE & N 20T,16,53,69,39.972061,-82.973576,225
SAT,25,00008002,EASTON TERMINAL BAY 4,34,35,69,40.060829,-82.90909,226
SAT,5,00004303,1ST COMMUNITY VILLAGE,34,35,69,39.991294,-83.065989,227
SAT,121,00001251,S HIGH ST & W STATE ST,28,42,69,39.96046,-83.000209,228
SAT,10,00004287,W BROAD ST & S WILSON RD,52,18,69,39.953911,-83.094135,229
SAT,5,00007253,HOLLYWOOD CASINO,34,35,69,39.950695,-83.107597,230
SAT,1,00001947,E LIVINGSTON AVE & CUNAR,18,51,69,39.946088,-82.901884,231
SAT,3,00004228,W MOUND ST & S HIGH ST,66,3,68,39.9548,-82.999843,232
SAT,2,00001200,N HIGH ST & OLENTANGY ST,23,44,67,40.019447,-83.01258,233
SAT,10,00004459,4765 W BROAD ST,57,10,67,39.95223,-83.127709,234
SAT,1,00001914,E LIVINGSTON AVE & PARSO,36,31,66,39.952168,-82.982805,235
SAT,7,00005382,INTERNATIONAL GATEWAY &,33,33,66,39.998646,-82.892822,236
SAT,4,00007257,S HIGH ST & W MAIN ST,42,24,66,39.955694,-82.999392,237
SAT,31,00001288,N HIGH ST & W HUDSON ST,13,53,66,40.014076,-83.011294,238
SAT,6,00005874,CLEVELAND AVE & STATE RO,15,51,66,40.086136,-82.950904,239
SAT,1,00001979,E LIVINGSTON AVE & COURT,50,15,66,39.945983,-82.897706,240
SAT,10,00004408,3440 W BROAD ST,9,57,66,39.954138,-83.09259,241
SAT,1,00004085,S HIGH ST & E RICH ST,27,38,65,39.957264,-82.999553,242
SAT,34,00003577,MORSE RD & KARL RD,36,29,65,40.060414,-82.976455,243
SAT,6,00001123,CLEVELAND AVE & OAKLAND,19,45,65,40.031536,-82.963936,244
SAT,2,00001298,N HIGH ST & W 10TH AVE,43,22,65,39.993727,-83.006744,245
SAT,4,00002109,FREBIS AVE & PARSONS AVE,24,41,65,39.935472,-82.983835,246
SAT,2,00005983,N HIGH ST & E 9TH AVE,16,48,65,39.993653,-83.006742,247
SAT,121,00006370,S HIGH ST & E FULTON ST,44,20,64,39.954197,-82.999028,248
SAT,2,00002272,E MAIN ST & S CHAMPION A,46,18,64,39.957756,-82.969025,249
SAT,2,00002353,E MAIN ST & CARPENTER ST,37,27,64,39.957898,-82.974429,250
SAT,1,00001954,E LIVINGSTON AVE & S HAM,26,38,64,39.94468,-82.876793,251
SAT,1,00001920,E LIVINGSTON AVE & S CHA,35,29,63,39.949707,-82.970364,252
SAT,1,00003866,E LIVINGSTON AVE & BERKL,26,37,63,39.948998,-82.95667,253
SAT,9,00006901,WALMART GEORGESVILLE RD,31,32,63,39.928043,-83.118948,254
SAT,1,00004087,S HIGH ST & E STATE ST,17,47,63,39.959836,-83.000042,255
SAT,24,00006724,MEIJER HAMILTON RD & CHE,32,31,63,40.059512,-82.862239,256
SAT,10,00007514,E BROAD ST & N ASHBURTON,23,40,63,39.972269,-82.911627,257
SAT,34,00005969,MORSE RD & TAMARACK BLVD,51,11,63,40.060224,-82.970362,258
SAT,121,00001308,N HIGH ST & W RUSSELL ST,50,12,62,39.975318,-83.003043,259
SAT,8,00001297,N HIGH ST & CHITTENDEN A,46,16,62,39.995901,-83.007345,260
SAT,5,00004100,N HIGH ST & W NATIONWIDE,24,38,62,39.968219,-83.001713,261
SAT,1,00001925,E LIVINGSTON AVE & KELTO,20,42,62,39.949115,-82.959015,262
SAT,10,00002624,W BROAD ST & N DAVIS AVE,30,32,62,39.959729,-83.02145,263
SAT,31,00001197,N HIGH ST & E HUDSON ST,49,13,62,40.01423,-83.011188,264
SAT,2,00002271,E MAIN ST & S OHIO AVE,26,36,62,39.957733,-82.971078,265
SAT,10,00007406,W BROAD ST & N MURRAY HI,7,55,62,39.952412,-83.128087,266
SAT,9,00004157,W LONG ST & N HIGH ST,27,34,61,39.964906,-83.001484,267
SAT,34,00006647,2560 MORSE RD,6,55,61,40.05954,-82.951129,268
SAT,10,00002515,E BROAD ST & MIDCLIFF DR,39,22,61,39.976323,-82.873147,269
SAT,1,00001913,E LIVINGSTON AVE & KELTO,43,18,61,39.949236,-82.95987,270
SAT,121,00001305,N HIGH ST & PRICE AVE,58,2,61,39.980328,-83.004229,271
SAT,2,00006645,N HIGH ST & W RATHBONE A,58,2,60,40.062836,-83.019571,272
SAT,6,00001155,CLEVELAND AVE & E 11TH A,24,36,60,39.993944,-82.981514,273
SAT,4,00007456,S FRONT ST & W BROAD ST,35,25,60,39.961717,-83.002145,274
SAT,10,00002670,W BROAD ST & WEST PARK A,42,18,60,39.958171,-83.033502,275
SAT,1,00001951,E LIVINGSTON AVE & S YEA,6,54,60,39.945314,-82.887885,276
SAT,22,00003570,S OHIO AVE & E MAIN ST,42,18,60,39.957648,-82.970883,277
SAT,1,00005216,RESLER DR & SAWMILL RD,28,32,59,40.067858,-83.091531,278
SAT,10,00002501,E BROAD ST & ROBINWOOD A,11,49,59,39.973787,-82.896231,279
SAT,121,00001179,N HIGH ST & BUTTLES AVE,18,41,59,39.977561,-83.003565,280
SAT,2,00001300,N HIGH ST & KING AVE,20,39,59,39.99053,-83.006163,281
SAT,1,00005983,N HIGH ST & E 9TH AVE,9,49,59,39.993654,-83.006747,282
SAT,10,00007518,E BROAD ST & N 4TH ST,26,32,59,39.962825,-82.996113,283
SAT,2,00001198,N HIGH ST & E DODRIDGE S,12,46,59,40.016548,-83.011834,284
SAT,1,00007537,N HIGH ST & W LANE AVE,32,27,58,40.005626,-83.009254,285
SAT,1,00001976,E LIVINGSTON AVE & S YEA,51,7,58,39.945386,-82.887164,286
SAT,7,00007456,S FRONT ST & W BROAD ST,8,50,58,39.961765,-83.002302,287
SAT,2,00004095,N HIGH ST & SPRUCE ST,32,26,58,39.972788,-83.002262,288
SAT,3,00002953,HARRISBURG PIKE & W MOUN,25,33,58,39.944612,-83.036705,289
SAT,1,00001251,S HIGH ST & W STATE ST,42,16,58,39.960473,-83.000155,290
SAT,2,00001193,N HIGH ST & E LANE AVE,25,33,57,40.006461,-83.009271,291
SAT,152,00005382,INTERNATIONAL GATEWAY &,30,28,57,39.99879,-82.892952,292
SAT,1,00002008,E LIVINGSTON AVE & S CHA,31,26,57,39.949743,-82.970325,293
SAT,6,00001104,CLEVELAND AVE & E 17TH A,31,26,57,40.000102,-82.975774,294
SAT,2,00001206,N HIGH ST & E NORTH BROA,17,40,57,40.031923,-83.015861,295
SAT,102,00001197,N HIGH ST & E HUDSON ST,27,30,56,40.014252,-83.011214,296
SAT,2,00002270,E MAIN ST & GILBERT ST,18,38,56,39.957799,-82.973738,297
SAT,22,00003553,S CHAMPION AVE & E LIVIN,32,24,56,39.949946,-82.970053,298
SAT,2,00001222,N HIGH ST & LELAND AVE,3,53,56,40.0633,-83.019374,299
SAT,5,00006905,ALUM CREEK DR & WINSLOW,39,16,56,39.925513,-82.93557,300
SAT,6,00001166,CLEVELAND AVE & MOUNT VE,14,41,56,39.969471,-82.990657,301
SAT,10,00002658,W BROAD ST & S BURGESS A,39,16,56,39.955153,-83.068805,302
SAT,131,00004149,E BROAD ST & N HIGH ST,23,33,55,39.962425,-82.9997,303
SAT,1,00004928,E LIVINGSTON AVE & ALUM,34,21,55,39.948558,-82.945978,304
