DAY_OF_WEEK,COTA_ROUTE,UNIQUE_STOP_NUMBER,STOP_NAME,ON,OFF,TOTAL,LAT,LONG,RANK
WEEKDAY,10,00004134,E BROAD ST & S HIGH ST,612,594,1207,39.96215,-83.000104,1
WEEKDAY,10,00004149,E BROAD ST & N HIGH ST,566,600,1166,39.962356,-82.999622,2
WEEKDAY,2,00002900,N HIGH ST & W BROAD ST,300,292,592,39.962804,-83.00073,3
CBUS-FRI,121,00004850,S FRONT ST & W SYCAMORE,344,244,588,39.949228,-82.999889,1
WEEKDAY,1,00006464,S HIGH ST & E BROAD ST,182,377,559,39.961566,-83.000259,4
WEEKDAY,1,00002900,N HIGH ST & W BROAD ST,333,222,555,39.962816,-83.000747,5
WEEKDAY,6,00006464,S HIGH ST & E BROAD ST,403,146,549,39.96161,-83.000424,6
WEEKDAY,6,00002900,N HIGH ST & W BROAD ST,155,389,545,39.962816,-83.00079,7
WEEKDAY,121,00004850,S FRONT ST & W SYCAMORE,312,218,530,39.949223,-82.999887,8
WEEKDAY,2,00006464,S HIGH ST & E BROAD ST,250,264,513,39.961571,-83.000254,9
WEEKDAY,7,00004157,W LONG ST & N HIGH ST,334,36,370,39.964887,-83.001422,10
WEEKDAY,10,00005520,WESTWOODS PARK AND RIDE,182,186,367,39.95077,-83.147345,11
WEEKDAY,8,00006407,GREAT SOUTHERN PARK AND,222,139,360,39.885048,-83.000907,12
WEEKDAY,10,00007253,HOLLYWOOD CASINO,165,193,357,39.95068,-83.107728,13
WEEKDAY,8,00006839,BOARDWALK ST & SHAPTER A,179,173,352,40.089213,-82.991752,14
WEEKDAY,23,00005312,EASTLAND NB LOT & S HAMI,183,163,346,39.91868,-82.880672,15
WEEKDAY,2,00004101,N HIGH ST & W LONG ST,176,166,342,39.965183,-83.001272,16
WEEKDAY,6,00004101,N HIGH ST & W LONG ST,102,231,334,39.965211,-83.001264,17
WEEKDAY,8,00004157,W LONG ST & N HIGH ST,133,196,329,39.96489,-83.001485,18
CBUS-FRI,121,00006464,S HIGH ST & E BROAD ST,170,149,319,39.961599,-83.0004,2
WEEKDAY,6,00005910,N HIGH ST & E GAY ST,229,80,308,39.964416,-83.001014,19
WEEKDAY,1,00004101,N HIGH ST & W LONG ST,181,126,308,39.965232,-83.00128,20
WEEKDAY,8,00006370,S HIGH ST & E FULTON ST,79,220,299,39.954214,-82.999014,21
WEEKDAY,121,00006464,S HIGH ST & E BROAD ST,145,147,292,39.961593,-83.000405,22
WEEKDAY,10,00002681,W BROAD ST & S FRONT ST,88,204,292,39.961912,-83.002714,23
WEEKDAY,7,00007515,E SPRING ST & N HIGH ST,6,285,291,39.966367,-83.001043,24
WEEKDAY,6,00001132,3401 CLEVELAND AVE,215,73,287,40.036668,-82.962912,25
WEEKDAY,34,00008004,EASTON TERMINAL BAY 2,138,145,283,40.060867,-82.909497,26
CBUS-FRI,121,00002900,N HIGH ST & W BROAD ST,126,157,283,39.962833,-83.000787,3
WEEKDAY,121,00002900,N HIGH ST & W BROAD ST,125,146,272,39.962833,-83.000795,27
CBUS-FRI,121,00004092,N HIGH ST & E NATIONWIDE,129,135,264,39.968219,-83.001738,4
WEEKDAY,10,00004150,W BROAD ST & MARCONI BLV,213,46,259,39.961986,-83.003538,28
WEEKDAY,10,00002494,E BROAD ST & S JAMES RD,111,145,256,39.972069,-82.912395,29
WEEKDAY,2,00001797,E MOUND ST & S HIGH ST,51,202,254,39.954862,-82.99892,30
WEEKDAY,2,00005910,N HIGH ST & E GAY ST,134,115,249,39.964347,-83.001081,31
WEEKDAY,6,00004085,S HIGH ST & E RICH ST,144,104,249,39.957233,-82.999669,32
WEEKDAY,2,00001644,E MAIN ST & S PEARL ST,178,70,248,39.956251,-82.998361,33
WEEKDAY,3,00001644,E MAIN ST & S PEARL ST,16,227,243,39.956219,-82.998385,34
WEEKDAY,6,00006415,S FRONT ST & W MAIN ST,139,101,241,39.95526,-83.000988,35
WEEKDAY,24,00005312,EASTLAND NB LOT & S HAMI,118,120,238,39.918594,-82.880676,36
CBUS-FRI,121,00004100,N HIGH ST & W NATIONWIDE,136,101,237,39.968247,-83.001902,5
WEEKDAY,5,00005312,EASTLAND NB LOT & S HAMI,105,131,236,39.918545,-82.88068,37
WEEKDAY,1,00005910,N HIGH ST & E GAY ST,93,143,236,39.964361,-83.001049,38
CBUS-FRI,121,00005910,N HIGH ST & E GAY ST,110,124,234,39.964371,-83.001003,6
WEEKDAY,121,00004092,N HIGH ST & E NATIONWIDE,115,118,233,39.968218,-83.001738,39
WEEKDAY,8,00003142,W SPRING ST & N WALL ST,138,92,230,39.966219,-83.002529,40
WEEKDAY,22,00007063,LONDON-GROVEPORT RD & AL,102,128,230,39.830144,-82.933008,41
WEEKDAY,6,00003086,CLEVELAND AVE & MORSE RD,68,161,229,40.058953,-82.952965,42
WEEKDAY,121,00007330,E 3RD AVE & SAY AVE,111,117,229,39.98368,-83.002554,43
WEEKDAY,23,00004770,N JAMES RD & E BROAD ST,62,164,226,39.97216,-82.913415,44
WEEKDAY,6,00007253,HOLLYWOOD CASINO,111,114,225,39.95072,-83.107721,45
WEEKDAY,12,00004550,1333 FIELDS AVE,119,104,224,39.990521,-82.992056,46
CBUS-FRI,121,00007330,E 3RD AVE & SAY AVE,107,115,222,39.983668,-83.002589,7
WEEKDAY,2,00002307,E MAIN ST & S HAMILTON R,50,171,221,39.955439,-82.877212,47
WEEKDAY,24,00008003,EASTON TERMINAL BAY 3,115,105,220,40.06087,-82.9093,48
WEEKDAY,121,00004100,N HIGH ST & W NATIONWIDE,115,102,218,39.96825,-83.001912,49
WEEKDAY,6,00003133,CLEVELAND AVE & MORSE RD,152,66,218,40.058802,-82.95316,50
CBUS-FRI,121,00007347,HIGH ST & W SYCAMORE ST,47,171,218,39.94935,-82.998296,8
WEEKDAY,2,00002329,E MAIN ST & S JAMES RD,135,82,217,39.956626,-82.914401,51
CBUS-FRI,121,00004101,N HIGH ST & W LONG ST,146,71,217,39.965199,-83.001265,9
WEEKDAY,23,00008005,EASTON TERMINAL BAY 1,109,107,216,40.060855,-82.909647,52
WEEKDAY,1,00006370,S HIGH ST & E FULTON ST,93,122,215,39.954201,-82.999007,53
WEEKDAY,6,00004530,CLEVELAND AVE & INNIS RD,56,154,210,40.037146,-82.962506,54
WEEKDAY,1,00003522,REYNOLDSBURG PARK & RIDE,117,92,209,39.939333,-82.827732,55
WEEKDAY,5,00006955,GENDER RD TOWN CENTER 1,100,108,208,39.90978,-82.822099,56
WEEKDAY,7,00007400,E MOUND ST & S 5TH ST,118,88,206,39.955676,-82.992503,57
WEEKDAY,121,00004101,N HIGH ST & W LONG ST,145,60,205,39.965193,-83.001272,58
WEEKDAY,121,00005910,N HIGH ST & E GAY ST,92,112,204,39.964369,-83.001007,59
WEEKDAY,5,00004228,W MOUND ST & S HIGH ST,33,169,202,39.954784,-82.999833,60
WEEKDAY,6,00004100,N HIGH ST & W NATIONWIDE,39,163,202,39.968229,-83.001882,61
WEEKDAY,4,00003142,W SPRING ST & N WALL ST,69,132,201,39.966204,-83.002479,62
WEEKDAY,2,00001192,N HIGH ST & W WOODRUFF A,117,84,201,40.003553,-83.008713,63
WEEKDAY,5,00004123,N FRONT ST & W BROAD ST,94,106,200,39.963187,-83.002602,64
WEEKDAY,121,00006370,S HIGH ST & E FULTON ST,158,42,200,39.954213,-82.999028,65
WEEKDAY,2,00003957,N HIGH ST & E 18TH AVE,72,126,198,40.002839,-83.008685,66
WEEKDAY,51,00003522,REYNOLDSBURG PARK & RIDE,93,105,198,39.939255,-82.827498,67
WEEKDAY,23,00004771,S JAMES RD & E BROAD ST,141,54,196,39.971609,-82.913583,68
WEEKDAY,1,00004109,S HIGH ST & W MOUND ST,122,72,194,39.954129,-82.999036,69
WEEKDAY,2,00002294,E MAIN ST & S JAMES RD,79,115,193,39.956552,-82.915196,70
WEEKDAY,2,00002315,E MAIN ST & S HAMILTON R,152,40,192,39.955528,-82.876409,71
WEEKDAY,5,00007456,S FRONT ST & W BROAD ST,111,80,191,39.961607,-83.002505,72
WEEKDAY,121,00007347,HIGH ST & W SYCAMORE ST,35,157,191,39.949354,-82.998284,73
WEEKDAY,2,00001185,N HIGH ST & E 6TH AVE,77,113,191,39.989151,-83.005886,74
WEEKDAY,1,00001985,E LIVINGSTON AVE & S JAM,133,57,190,39.946919,-82.915211,75
CBUS-FRI,121,00006370,S HIGH ST & E FULTON ST,144,45,189,39.954209,-82.999029,10
CBUS-FRI,121,00001182,N HIGH ST & E 2ND AVE,15,174,189,39.983331,-83.004669,11
WEEKDAY,3,00004157,W LONG ST & N HIGH ST,108,79,186,39.964896,-83.001544,76
WEEKDAY,12,00004193,MCKINLEY AVE & MCK TRANS,61,123,184,39.964186,-83.041584,77
WEEKDAY,3,00002454,W MOUND ST & MOUNT CALVA,152,30,182,39.949414,-83.022247,78
WEEKDAY,8,00007257,S HIGH ST & W MAIN ST,149,32,181,39.955681,-82.999457,79
WEEKDAY,6,00001089,CLEVELAND AVE & MOUNT VE,109,70,179,39.969718,-82.990394,80
CBUS-FRI,121,00001251,S HIGH ST & W STATE ST,84,94,178,39.960481,-83.000301,12
WEEKDAY,23,00004766,S JAMES RD & E MAIN ST,86,91,176,39.957109,-82.914703,81
WEEKDAY,34,00005955,MORSE RD & CLEVELAND AVE,78,98,176,40.059412,-82.952282,82
WEEKDAY,6,00004092,N HIGH ST & E NATIONWIDE,133,41,175,39.968246,-83.001705,83
WEEKDAY,23,00004775,S JAMES RD & E MAIN ST,83,89,173,39.956712,-82.914876,84
WEEKDAY,121,00001182,N HIGH ST & E 2ND AVE,13,159,172,39.98334,-83.004671,85
WEEKDAY,4,00007512,BOARDWALK ST & SHAPTER A,92,80,172,40.088166,-82.992166,86
WEEKDAY,2,00004100,N HIGH ST & W NATIONWIDE,82,90,172,39.968258,-83.001883,87
WEEKDAY,7,00001678,MOUNT VERNON AVE & MIAMI,136,34,169,39.972007,-82.974439,88
WEEKDAY,8,00004109,S HIGH ST & W MOUND ST,143,26,169,39.954158,-82.999117,89
WEEKDAY,5,00003142,W SPRING ST & N WALL ST,69,100,168,39.966209,-83.002528,90
WEEKDAY,10,00004138,E BROAD ST & S GRANT AVE,67,101,168,39.963194,-82.991371,91
WEEKDAY,23,00001985,E LIVINGSTON AVE & S JAM,112,55,168,39.947043,-82.915214,92
WEEKDAY,2,00007256,WESTVIEW TURNAROUND,86,80,165,40.069986,-83.019575,93
WEEKDAY,6,00007505,SPRING RUN DR & E DUBLIN,96,68,165,40.087259,-82.956558,94
WEEKDAY,2,00004092,N HIGH ST & E NATIONWIDE,107,57,165,39.968169,-83.001834,95
WEEKDAY,1,00005217,PICKFORDE DR & GARDENIA,107,57,164,40.066016,-83.086642,96
WEEKDAY,1,00004100,N HIGH ST & W NATIONWIDE,85,76,160,39.968283,-83.001899,97
WEEKDAY,121,00001251,S HIGH ST & W STATE ST,74,86,160,39.960483,-83.000304,98
WEEKDAY,1,00001943,E LIVINGSTON AVE & S JAM,46,114,160,39.94681,-82.914998,99
WEEKDAY,102,00006464,S HIGH ST & E BROAD ST,136,24,160,39.961594,-83.000253,100
WEEKDAY,10,00002509,E BROAD ST & S HAMILTON,36,123,160,39.976063,-82.874469,101
WEEKDAY,2,00001301,N HIGH ST & CLARK PL,118,41,160,39.988942,-83.005907,102
WEEKDAY,2,00001297,N HIGH ST & CHITTENDEN A,98,62,159,39.995888,-83.007328,103
WEEKDAY,8,00006186,GREAT SOUTHERN WAL-MART,59,98,157,39.889077,-83.000754,104
WEEKDAY,10,00004146,E BROAD ST & N GRANT AVE,89,67,156,39.963374,-82.99146,105
WEEKDAY,10,00002675,W BROAD ST & S DAVIS AVE,102,53,155,39.959626,-83.021307,106
WEEKDAY,1,00006364,RIVERSIDE HOSPITAL,82,72,154,40.03221,-83.032112,107
WEEKDAY,1,00004092,N HIGH ST & E NATIONWIDE,103,51,154,39.968164,-83.00181,108
WEEKDAY,32,00008000,EASTON TERMINAL BAY 6,78,76,154,40.060717,-82.909242,109
CBUS-FRI,121,00004087,S HIGH ST & E STATE ST,86,68,154,39.959807,-83.000199,13
WEEKDAY,8,00001644,E MAIN ST & S PEARL ST,27,126,153,39.956214,-82.998393,110
WEEKDAY,2,00002266,E MAIN ST & S GRANT AVE,77,75,152,39.957277,-82.989201,111
WEEKDAY,6,00001166,CLEVELAND AVE & MOUNT VE,66,84,150,39.969448,-82.990676,112
WEEKDAY,3,00007042,PARKWAY CENTRE DR & STRI,59,90,149,39.877649,-83.045615,113
WEEKDAY,7,00003142,W SPRING ST & N WALL ST,25,124,149,39.966196,-83.002579,114
WEEKDAY,1,00007257,S HIGH ST & W MAIN ST,82,67,149,39.955708,-82.999445,115
WEEKDAY,12,00004134,E BROAD ST & S HIGH ST,81,67,147,39.96219,-83.000238,116
WEEKDAY,1,00001251,S HIGH ST & W STATE ST,95,52,147,39.960476,-83.000164,117
WEEKDAY,2,00007540,S GRANT AVE & E MOUND ST,63,83,146,39.956452,-82.989778,118
WEEKDAY,4,00004157,W LONG ST & N HIGH ST,87,59,146,39.964882,-83.001497,119
WEEKDAY,2,00001288,N HIGH ST & W HUDSON ST,109,37,146,40.014091,-83.011296,120
WEEKDAY,2,00001251,S HIGH ST & W STATE ST,88,57,144,39.960487,-83.000143,121
CBUS-FRI,121,00004085,S HIGH ST & E RICH ST,106,38,144,39.957216,-82.99963,14
WEEKDAY,1,00001301,N HIGH ST & CLARK PL,121,22,144,39.98894,-83.005911,122
WEEKDAY,121,00004109,S HIGH ST & W MOUND ST,47,97,143,39.954163,-82.999159,123
WEEKDAY,10,00002667,W BROAD ST & STEVENS AVE,80,63,143,39.957223,-83.041369,124
WEEKDAY,10,00007535,E BROAD ST & LOWELL RD,104,39,143,39.971879,-82.91527,125
WEEKDAY,43,00006003,WESTERVILLE PARK AND RID,72,71,143,40.125671,-82.944112,126
WEEKDAY,7,00007997,EASTON TERMINAL BAY 9,73,70,143,40.060744,-82.909756,127
WEEKDAY,10,00006827,E BROAD ST & LIMITED STO,70,72,142,39.984885,-82.77205,128
WEEKDAY,3,00003142,W SPRING ST & N WALL ST,76,64,140,39.966208,-83.002537,129
WEEKDAY,3,00002374,W MOUND ST & MOUNT CALVA,24,116,140,39.949495,-83.022355,130
WEEKDAY,1,00001185,N HIGH ST & E 6TH AVE,50,89,139,39.989158,-83.005886,131
WEEKDAY,2,00002299,E MAIN ST & COLLINGWOOD,36,103,139,39.95613,-82.90101,132
WEEKDAY,24,00002564,S HAMILTON RD & E MAIN S,83,55,138,39.955799,-82.876897,133
WEEKDAY,45,00007368,NEW ALBANY PARK & RIDE,70,68,137,40.090639,-82.78824,134
WEEKDAY,121,00004087,S HIGH ST & E STATE ST,69,68,137,39.959813,-83.000205,135
CBUS-FRI,121,00007257,S HIGH ST & W MAIN ST,34,102,136,39.955693,-82.99946,15
WEEKDAY,10,00004239,W BROAD ST & BROADLAWN A,43,93,136,39.9539,-83.098121,136
WEEKDAY,2,00007159,GREAT EASTERN WESTBOUND,53,82,135,39.956131,-82.873723,137
WEEKDAY,6,00004228,W MOUND ST & S HIGH ST,68,66,134,39.954802,-82.999832,138
WEEKDAY,6,00007210,CLEVELAND AVE & E 5TH AV,68,66,134,39.986782,-82.988679,139
WEEKDAY,1,00001973,E LIVINGSTON AVE & S HAM,93,40,134,39.944886,-82.878498,140
WEEKDAY,2,00001188,N HIGH ST & CHITTENDEN A,72,62,133,39.996142,-83.007266,141
WEEKDAY,2,00001197,N HIGH ST & E HUDSON ST,33,100,133,40.014234,-83.011236,142
WEEKDAY,10,00002525,E BROAD ST & MAPLEWOOD A,95,38,132,39.973214,-82.9028,143
WEEKDAY,1,00004231,EDWARD WEAVER MEMORIAL &,17,115,132,40.020539,-83.02496,144
WEEKDAY,6,00001143,CLEVELAND AVE & E HUDSON,71,61,132,40.013317,-82.967682,145
WEEKDAY,1,00001192,N HIGH ST & W WOODRUFF A,57,74,131,40.003551,-83.008717,146
WEEKDAY,1,00001297,N HIGH ST & CHITTENDEN A,84,47,131,39.995893,-83.007329,147
CBUS-FRI,121,00004109,S HIGH ST & W MOUND ST,47,83,130,39.954169,-82.999164,16
WEEKDAY,1,00003192,E LIVINGSTON AVE & BRICE,15,115,130,39.941961,-82.830412,148
WEEKDAY,8,00007594,E 11TH AVE & N HIGH ST,7,122,130,39.994823,-83.006637,149
WEEKDAY,73,00007498,DUBLIN DALE DR PARK & RI,67,63,129,40.101482,-83.107287,150
WEEKDAY,102,00002900,N HIGH ST & W BROAD ST,20,108,128,39.962877,-83.00075,151
WEEKDAY,10,00004286,W BROAD ST & BROADLAWN A,90,38,128,39.953737,-83.097562,152
WEEKDAY,6,00001113,CLEVELAND AVE & E HUDSON,58,70,128,40.013469,-82.967463,153
WEEKDAY,4,00007456,S FRONT ST & W BROAD ST,62,66,128,39.961661,-83.002535,154
WEEKDAY,31,00007999,EASTON TERMINAL BAY 7,67,61,128,40.06071,-82.909428,155
WEEKDAY,1,00001983,E LIVINGSTON AVE & BARNE,97,30,128,39.946438,-82.90602,156
WEEKDAY,6,00007257,S HIGH ST & W MAIN ST,30,98,128,39.955695,-82.999483,157
WEEKDAY,10,00004148,E BROAD ST & N 3RD ST,40,87,127,39.962629,-82.997646,158
WEEKDAY,1,00004085,S HIGH ST & E RICH ST,48,79,127,39.957174,-82.99974,159
WEEKDAY,10,00002624,W BROAD ST & N DAVIS AVE,49,77,126,39.959749,-83.021466,160
WEEKDAY,6,00007211,CLEVELAND AVE & E 5TH AV,69,58,126,39.985956,-82.989276,161
CBUS-FRI,121,00004106,S HIGH ST & W TOWN ST,46,79,125,39.958175,-82.999879,17
WEEKDAY,8,00004114,S 3RD ST & E BROAD ST,74,50,124,39.962076,-82.997931,162
WEEKDAY,10,00002656,W BROAD ST & S HAGUE AVE,87,37,124,39.954876,-83.074307,163
WEEKDAY,23,00001943,E LIVINGSTON AVE & S JAM,53,70,123,39.946899,-82.914854,164
WEEKDAY,10,00002631,W BROAD ST & N CENTRAL A,44,78,122,39.957717,-83.038461,165
WEEKDAY,1,00001946,E LIVINGSTON AVE & BARNE,25,97,122,39.946339,-82.906037,166
WEEKDAY,2,00001286,N HIGH ST & OLENTANGY ST,100,23,122,40.019832,-83.012855,167
WEEKDAY,102,00007882,MEIJERS & POLARIS WOODS,60,62,122,40.15045,-82.923976,168
WEEKDAY,5,00004100,N HIGH ST & W NATIONWIDE,40,82,121,39.968253,-83.001916,169
WEEKDAY,7,00001630,MOUNT VERNON AVE & N 20T,27,94,121,39.972054,-82.97359,170
WEEKDAY,5,00007257,S HIGH ST & W MAIN ST,91,30,121,39.955675,-82.999482,171
WEEKDAY,8,00007434,S 4TH ST & E CAPITAL ST,43,77,121,39.961908,-82.996055,172
WEEKDAY,2,00002323,E MAIN ST & COLLINGWOOD,87,34,121,39.956228,-82.900702,173
WEEKDAY,24,00003936,S HAMILTON RD & E MAIN S,51,70,120,39.955206,-82.876808,174
WEEKDAY,34,00004778,MORSE RD & N HIGH ST,117,3,120,40.062491,-83.018768,175
WEEKDAY,2,00004087,S HIGH ST & E STATE ST,48,72,119,39.959838,-83.000265,176
WEEKDAY,1,00001188,N HIGH ST & CHITTENDEN A,61,58,119,39.996146,-83.007267,177
WEEKDAY,5,00004894,W 5TH AVE & N HIGH ST,95,24,119,39.987153,-83.005871,178
CBUS-FRI,121,00001305,N HIGH ST & PRICE AVE,113,5,118,39.98038,-83.004273,18
WEEKDAY,5,00002765,E WHITTIER ST & SEYMOUR,54,65,118,39.943154,-82.955278,179
WEEKDAY,24,00004352,N HAMILTON RD & E BROAD,31,86,117,39.976601,-82.873854,180
CBUS-FRI,121,00001178,N HIGH ST & E RUSSELL ST,16,101,117,39.975802,-83.003221,19
WEEKDAY,3,00007098,KINGSDALE MACYS-NORTHWES,70,45,115,40.021119,-83.057349,181
WEEKDAY,8,00001702,NEIL AVE & W 11TH AVE,82,32,114,39.995299,-83.014712,182
WEEKDAY,1,00004087,S HIGH ST & E STATE ST,34,80,114,39.959818,-83.000241,183
WEEKDAY,34,00007256,WESTVIEW TURNAROUND,58,56,114,40.069879,-83.01954,184
WEEKDAY,6,00006902,OHIO HEALTH & AFRICA RD,57,56,113,40.148258,-82.937991,185
WEEKDAY,34,00001222,N HIGH ST & LELAND AVE,1,111,113,40.063364,-83.0193,186
WEEKDAY,10,00002549,E BROAD ST & HAMILTON PA,82,30,113,39.964573,-82.980893,187
WEEKDAY,10,00002643,W BROAD ST & N HAGUE AVE,34,78,113,39.955013,-83.074307,188
WEEKDAY,10,00002676,W BROAD ST & S SKIDMORE,79,34,112,39.960196,-83.016658,189
WEEKDAY,6,00003125,CLEVELAND AVE & STATE RO,102,10,112,40.084249,-82.951265,190
WEEKDAY,12,00004149,E BROAD ST & N HIGH ST,35,77,112,39.962361,-82.999551,191
WEEKDAY,10,00004142,E BROAD ST & PARSONS AVE,26,85,111,39.964396,-82.981026,192
WEEKDAY,10,00007518,E BROAD ST & N 4TH ST,42,68,111,39.962845,-82.996064,193
WEEKDAY,1,00007538,W LANE AVE & NEIL AVE,77,33,110,40.006233,-83.014021,194
WEEKDAY,24,00007387,HAMILTON RD & E BROAD ST,83,27,110,39.975412,-82.874133,195
WEEKDAY,10,00002498,3675 E BROAD ST,37,72,109,39.972979,-82.903918,196
WEEKDAY,2,00004934,E MAIN ST & HOLTZMAN AVE,69,39,109,39.957425,-82.945423,197
WEEKDAY,22,00003556,S CHAMPION AVE & E MAIN,25,83,108,39.957601,-82.969458,198
WEEKDAY,10,00002542,E BROAD ST & PARKWOOD AV,66,42,108,39.966944,-82.960314,199
WEEKDAY,10,00002668,W BROAD ST & S CENTRAL A,73,35,108,39.957655,-83.037782,200
WEEKDAY,8,00005963,MORSE RD & TAMARACK BLVD,35,72,107,40.060498,-82.971444,201
WEEKDAY,1,00001914,E LIVINGSTON AVE & PARSO,52,55,107,39.952194,-82.982809,202
WEEKDAY,34,00005970,MORSE RD & CLEVELAND AVE,83,24,107,40.059763,-82.95469,203
WEEKDAY,10,00002632,W BROAD ST & STEVENS AVE,50,56,106,39.957364,-83.041402,204
WEEKDAY,6,00001118,CLEVELAND AVE & E WEBER,41,65,106,40.022976,-82.964644,205
WEEKDAY,24,00003906,S HAMILTON RD & E LIVING,42,63,105,39.944268,-82.877975,206
WEEKDAY,12,00003142,W SPRING ST & N WALL ST,57,49,105,39.966108,-83.002597,207
WEEKDAY,121,00007257,S HIGH ST & W MAIN ST,25,80,105,39.955694,-82.999466,208
WEEKDAY,4,00002109,FREBIS AVE & PARSONS AVE,39,65,105,39.935477,-82.983853,209
WEEKDAY,1,00001947,E LIVINGSTON AVE & CUNAR,19,85,105,39.946101,-82.901886,210
WEEKDAY,10,00004135,E BROAD ST & S 3RD ST,55,49,104,39.962478,-82.997522,211
WEEKDAY,2,00004085,S HIGH ST & E RICH ST,64,41,104,39.957194,-82.999752,212
WEEKDAY,9,00003142,W SPRING ST & N WALL ST,69,35,104,39.96621,-83.002499,213
WEEKDAY,10,00007514,E BROAD ST & N ASHBURTON,37,67,104,39.972275,-82.911617,214
WEEKDAY,4,00004228,W MOUND ST & S HIGH ST,24,80,104,39.954775,-82.999806,215
WEEKDAY,2,00004931,E MAIN ST & ALUM CREEK D,36,67,103,39.957287,-82.944387,216
WEEKDAY,3,00004228,W MOUND ST & S HIGH ST,97,6,103,39.954795,-82.999849,217
WEEKDAY,8,00004625,E 11TH AVE & N PEARL ST,93,10,103,39.994717,-83.005913,218
WEEKDAY,2,00002353,E MAIN ST & CARPENTER ST,68,35,103,39.957987,-82.974383,219
WEEKDAY,2,00001287,N HIGH ST & W DODRIDGE S,78,25,103,40.016291,-83.01188,220
WEEKDAY,6,00001251,S HIGH ST & W STATE ST,49,54,103,39.960444,-83.000236,221
WEEKDAY,1,00002009,E LIVINGSTON AVE & S OHI,52,50,102,39.949808,-82.971802,222
WEEKDAY,121,00001305,N HIGH ST & PRICE AVE,100,3,102,39.980407,-83.004278,223
WEEKDAY,9,00005520,WESTWOODS PARK AND RIDE,54,48,102,39.950805,-83.147293,224
WEEKDAY,4,00004109,S HIGH ST & W MOUND ST,79,23,102,39.954154,-82.999127,225
WEEKDAY,9,00004157,W LONG ST & N HIGH ST,48,54,102,39.964911,-83.001502,226
WEEKDAY,5,00003746,W 5TH AVE & N HIGH ST,20,82,102,39.987061,-83.005798,227
WEEKDAY,8,00003577,MORSE RD & KARL RD,39,62,101,40.06039,-82.976393,228
WEEKDAY,2,00001198,N HIGH ST & E DODRIDGE S,18,83,101,40.016545,-83.011857,229
WEEKDAY,22,00003570,S OHIO AVE & E MAIN ST,78,23,101,39.957643,-82.970904,230
CBUS-FRI,121,00004095,N HIGH ST & SPRUCE ST,27,74,101,39.972702,-83.002618,20
WEEKDAY,8,00001297,N HIGH ST & CHITTENDEN A,70,31,100,39.995913,-83.007336,231
WEEKDAY,24,00003934,S HAMILTON RD & E LIVING,68,33,100,39.945157,-82.877696,232
WEEKDAY,1,00001920,E LIVINGSTON AVE & S CHA,58,42,100,39.94967,-82.970358,233
WEEKDAY,41,00004918,CROSSWOODS PARK AND RIDE,52,48,100,40.116972,-83.006286,234
WEEKDAY,6,00001139,CLEVELAND AVE & E WEBER,65,35,100,40.022817,-82.964809,235
WEEKDAY,121,00004085,S HIGH ST & E RICH ST,74,26,100,39.957218,-82.999629,236
WEEKDAY,23,00004349,STELZER RD & N JAMES RD,20,79,100,39.980504,-82.913201,237
WEEKDAY,10,00002481,E BROAD ST & FRANKLIN PK,41,58,99,39.966799,-82.960167,238
WEEKDAY,10,00002548,E BROAD ST & N 17TH ST,69,30,99,39.964955,-82.977617,239
WEEKDAY,10,00001167,E BROAD ST & S DOUGLAS S,30,69,99,39.964761,-82.977932,240
WEEKDAY,9,00001644,E MAIN ST & S PEARL ST,19,79,98,39.956225,-82.998407,241
WEEKDAY,1,00003957,N HIGH ST & E 18TH AVE,62,36,98,40.002857,-83.00868,242
WEEKDAY,10,00004408,3440 W BROAD ST,11,87,98,39.954134,-83.092581,243
WEEKDAY,21,00007253,HOLLYWOOD CASINO,57,41,98,39.950759,-83.107712,244
WEEKDAY,6,00001134,CLEVELAND AVE & OAKLAND,71,26,98,40.031912,-82.96407,245
WEEKDAY,2,00000036,HANSON ST & E MAIN ST,49,48,98,39.956662,-82.779708,246
WEEKDAY,51,00000525,SPRING ST TERMINAL BAY 1,48,49,97,39.965927,-83.002156,247
WEEKDAY,2,00002351,E MAIN ST & S OHIO AVE,40,57,97,39.957904,-82.970556,248
WEEKDAY,34,00005963,MORSE RD & TAMARACK BLVD,28,68,97,40.060469,-82.971483,249
WEEKDAY,10,00004287,W BROAD ST & S WILSON RD,81,16,97,39.953912,-83.094121,250
WEEKDAY,6,00001124,CLEVELAND AVE & HUY RD,13,84,97,40.034844,-82.963447,251
WEEKDAY,2,00001200,N HIGH ST & OLENTANGY ST,23,74,96,40.019459,-83.012596,252
WEEKDAY,22,00003567,S OHIO AVE & E BROAD ST,81,15,96,39.965353,-82.97029,253
WEEKDAY,4,00002150,FREBIS AVE & STUDER AVE,51,45,96,39.934706,-82.965891,254
WEEKDAY,10,00002523,E BROAD ST & ROBINWOOD A,75,21,96,39.973845,-82.896767,255
WEEKDAY,2,00002270,E MAIN ST & GILBERT ST,27,69,96,39.957883,-82.973724,256
WEEKDAY,10,00002515,E BROAD ST & MIDCLIFF DR,60,35,96,39.976326,-82.873161,257
WEEKDAY,121,00004106,S HIGH ST & W TOWN ST,44,52,95,39.958177,-82.999889,258
WEEKDAY,10,00004459,4765 W BROAD ST,84,11,95,39.952235,-83.127704,259
WEEKDAY,10,00002477,E BROAD ST & S OHIO AVE,25,70,95,39.965642,-82.97048,260
