628.000,707.000
70.000,68.000
119.000,142.000
73.000,66.000
57.000,56.000
236.000,234.000
115.000,143.000
95.000,38.000
128.000,4.000
59.000,90.000
70.000,72.000
138.000,145.000
34.000,78.000
41.000,65.000
406.000,414.000
72.000,54.000
96.000,68.000
54.000,65.000
123.000,185.000
59.000,98.000
163.000,114.000
73.000,35.000
92.000,80.000
53.000,82.000
377.000,386.000
15.000,115.000
63.000,140.000
119.000,104.000
99.000,184.000
82.000,72.000
27.000,94.000
72.000,71.000
31.000,86.000
99.000,70.000
114.000,63.000
78.000,98.000
152.000,30.000
83.000,50.000
87.000,34.000
241.000,50.000
25.000,83.000
87.000,178.000
60.000,62.000
17.000,115.000
656.000,469.000
66.000,42.000
104.000,39.000
93.000,40.000
79.000,34.000
109.000,70.000
26.000,85.000
90.000,38.000
86.000,91.000
253.000,217.000
71.000,61.000
128.000,108.000
142.000,64.000
130.000,209.000
61.000,123.000
198.000,187.000
183.000,172.000
67.000,101.000
463.000,429.000
505.000,690.000
102.000,10.000
77.000,33.000
105.000,24.000
69.000,58.000
49.000,77.000
63.000,198.000
222.000,139.000
213.000,46.000
210.000,197.000
218.000,232.000
77.000,75.000
